"REF_DATE","GEO","DGUID","Type of grain","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010-01","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","48385","","","","0"
"2010-02","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","37301","","","","0"
"2010-03","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","32611","","","","0"
"2010-04","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","25240","","","","0"
"2010-05","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","21000","","","","0"
"2010-06","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","50412","","","","0"
"2010-07","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","580981","","","","0"
"2010-08","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","337272","","","","0"
"2010-09","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","153411","","","","0"
"2010-10","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","71158","","","","0"
"2010-11","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","44778","","","","0"
"2010-12","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","39796","","","","0"
"2011-01","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","50978","","","","0"
"2011-02","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","25279","","","","0"
"2011-03","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","27139","","","","0"
"2011-04","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","35098","","","","0"
"2011-05","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","21021","","","","0"
"2011-06","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","15749","","","","0"
"2011-07","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","393419","","","","0"
"2011-08","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","563907","","","","0"
"2011-09","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","128888","","","","0"
"2011-10","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","45914","","","","0"
"2011-11","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","36666","","","","0"
"2011-12","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","31291","","","","0"
"2012-01","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","65667","","","","0"
"2012-02","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","46102","","","","0"
"2012-03","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","30419","","","","0"
"2012-04","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","36834","","","","0"
"2012-05","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","34018","","","","0"
"2012-06","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","32414","","","","0"
"2012-07","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","552307","","","","0"
"2012-08","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","203503","","","","0"
"2012-09","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","64190","","","","0"
"2012-10","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","29610","","","","0"
"2012-11","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","23308","","","","0"
"2012-12","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","19448","","","","0"
"2013-01","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","37705","","","","0"
"2013-02","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","30091","","","","0"
"2013-03","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","30541","","","","0"
"2013-04","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","31118","","","","0"
"2013-05","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","21930","","","","0"
"2013-06","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","30735","","","","0"
"2013-07","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","333599","","","","0"
"2013-08","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","451507","","","","0"
"2013-09","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","192292","","","","0"
