Climate_ID,Mean_Temp,Min_Temp,Max_Temp,Mean_Diff_from_Normal,Snowfall,Percent_of_Normal_Snowfall,Total_Precip,Percent_of_Normal_Precip,Snow_on_Ground,Days_with_Precip,Heating_Degree_Days,Cooling_Degree_Days,Mean_Temp_Normalized,Min_Temp_Normalized,Max_Temp_Normalized,Mean_Diff_from_Normal_Normalized,Snowfall_Normalized,Percent_of_Normal_Snowfall_Normalized,Total_Precip_Normalized,Percent_of_Normal_Precip_Normalized,Snow_on_Ground_Normalized,Days_with_Precip_Normalized,Heating_Degree_Days_Normalized,Cooling_Degree_Days_Normalized,Mean_Temp_Binned,Mean_Temp_Binned_Encoded,Min_Temp_Binned,Min_Temp_Binned_Encoded,Max_Temp_Binned,Max_Temp_Binned_Encoded,Mean_Diff_from_Normal_Binned,Mean_Diff_from_Normal_Binned_Encoded,Snowfall_Binned,Snowfall_Binned_Encoded,Percent_of_Normal_Snowfall_Binned,Percent_of_Normal_Snowfall_Binned_Encoded,Total_Precip_Binned,Total_Precip_Binned_Encoded,Percent_of_Normal_Precip_Binned,Percent_of_Normal_Precip_Binned_Encoded,Snow_on_Ground_Binned,Snow_on_Ground_Binned_Encoded,Days_with_Precip_Binned,Days_with_Precip_Binned_Encoded,Heating_Degree_Days_Binned,Heating_Degree_Days_Binned_Encoded,Cooling_Degree_Days_Binned,Cooling_Degree_Days_Binned_Encoded
798,0.93255814,-10.37683398,9.303488372,0.433082707,19.98723404,89.68686869,97.14922481,108.030303,21.94677419,11.78682171,460.4108527,0,0.539720249,0.594814034,0.373242944,0.614326651,0.195605847,0.144365181,0.356090406,0.307164619,0.282319012,0.583241288,0.367729518,0,"(0.354, 1.089]",15,"(-11.594, -10.363]",17,"(9.173, 9.8]",10,"(0.353, 0.481]",20,"(19.788, 21.333]",23,"(87.911, 93.736]",17,"(95.206, 100.693]",35,"(106.718, 108.225]",24,"(21.902, 24.065]",21,"(11.768, 12.187]",36,"(453.368, 475.888]",24,"(-0.001, 0.00328]",0
799,-6.802489627,-25.25435685,7.707024793,1.589473684,17.42,130.52,11.0075,118.862069,11.26136364,3.183333333,688.8452282,0,0.369606428,0.31649635,0.337256257,0.669981875,0.17048151,0.210092555,0.033572741,0.340889469,0.14486398,0.134888786,0.552977594,0,"(-7.488, -6.566]",8,"(-25.829, -24.569]",8,"(7.312, 8.041]",7,"(1.558, 1.685]",30,"(17.018, 18.161]",21,"(123.544, 131.45]",23,"(10.956, 12.754]",2,"(117.1, 120.066]",29,"(10.261, 11.686]",14,"(3.056, 3.436]",2,"(669.005, 702.516]",31,"(-0.001, 0.00328]",0
800,-8.926041667,-28.57708333,5.302083333,3.553333333,7.757407407,69.30434783,7.397,62.10344828,15.62121212,1.89,739.2645833,0,0.322903994,0.254337242,0.283045266,0.764499257,0.075918171,0.111556294,0.020054902,0.164170736,0.200948218,0.06748947,0.593864998,0,"(-9.294, -8.259]",6,"(-28.838, -27.314]",6,"(4.741, 5.705]",4,"(3.467, 3.983]",38,"(6.688, 8.209]",13,"(65.965, 70.98]",13,"(2.04, 8.489]",0,"(59.366, 63.031]",5,"(15.42, 16.833]",17,"(0.594, 2.446]",0,"(727.645, 749.607]",33,"(-0.001, 0.00328]",0
801,-10.53333333,-29.41884058,5.362318841,4.232142857,9.96744186,55.68,8.206578947,50.44444444,18.04,2.236842105,806.8115942,0,0.28755547,0.238590271,0.284403065,0.79716926,0.097546759,0.089625755,0.023085994,0.12787027,0.232063033,0.085564408,0.648642016,0,"(-11.526, -10.295]",4,"(-30.12, -28.838]",5,"(4.741, 5.705]",4,"(3.983, 4.807]",39,"(9.419, 10.699]",15,"(54.368, 59.501]",11,"(2.04, 8.489]",0,"(44.166, 50.503]",2,"(16.833, 18.443]",18,"(0.594, 2.446]",0,"(773.561, 812.449]",35,"(-0.001, 0.00328]",0
802,-4.04556213,-19.54647059,6.277647059,3.949206349,29.21565217,95.575,31.46740331,77.2195122,23.88346457,7.027624309,589.4100592,0,0.430238435,0.423275261,0.305035937,0.783551984,0.285920121,0.153843058,0.110175343,0.211234806,0.307232218,0.335225836,0.472340983,0,"(-4.265, -2.759]",11,"(-19.687, -17.857]",12,"(5.705, 6.522]",5,"(3.467, 3.983]",38,"(28.853, 32.312]",27,"(93.736, 99.193]",18,"(29.761, 32.142]",12,"(74.479, 77.85]",10,"(21.902, 24.065]",21,"(6.86, 7.123]",17,"(562.688, 595.801]",28,"(-0.001, 0.00328]",0
803,-8.550917431,-25.96422018,3.706422018,3.080508475,38.22323944,83.89189189,37.45821596,68.8028169,46.42281879,7.79342723,623.2394495,0,0.331153952,0.303216752,0.247076664,0.741742963,0.374073226,0.135037251,0.132605158,0.185029311,0.597174064,0.375134027,0.499774812,0,"(-9.294, -8.259]",6,"(-27.314, -25.829]",7,"(2.712, 3.739]",2,"(2.87, 3.122]",36,"(36.378, 40.008]",29,"(83.156, 87.911]",16,"(35.115, 39.152]",14,"(65.731, 68.832]",7,"(39.69, 77.738]",26,"(7.628, 7.874]",20,"(595.801, 632.339]",29,"(-0.001, 0.00328]",0
804,2.461654135,-7.59887218,12.68909774,-1.012230216,27.5928934,196.3444444,140.0261029,145.5578947,18.89444444,14.74264706,441.0342105,0,0.573349047,0.646782087,0.449559662,0.544766081,0.270038929,0.316047395,0.516622955,0.424007283,0.243054439,0.737277841,0.352016096,0,"(1.977, 2.71]",17,"(-8.327, -7.133]",20,"(11.653, 12.722]",13,"(-1.138, -0.914]",8,"(26.023, 28.853]",26,"(194.198, 230.527]",29,"(128.736, 154.302]",39,"(141.207, 145.612]",35,"(18.443, 20.015]",19,"(14.506, 19.784]",40,"(434.277, 453.368]",23,"(-0.001, 0.00328]",0
805,-1.088477366,-19.23621399,14.15925926,2.239473684,26.26065574,157.72,19.47573222,150.4642857,4.768115942,4.924686192,560.5909465,0,0.495272421,0.429079311,0.48269931,0.701265321,0.257000933,0.253875252,0.065278102,0.439283398,0.061336111,0.225635688,0.448970222,0,"(-1.62, -0.788]",13,"(-19.687, -17.857]",12,"(13.884, 15.343]",15,"(2.002, 2.269]",33,"(26.023, 28.853]",26,"(147.396, 158.139]",26,"(18.057, 20.312]",7,"(145.612, 152.467]",36,"(4.169, 5.36]",10,"(4.871, 5.101]",9,"(531.605, 562.688]",27,"(-0.001, 0.00328]",0
806,-1.276041667,-21.10208333,16.42395833,4.675555556,19.36727273,128.6521739,22.46862745,122.7741935,9.777777778,5.029411765,558.5760417,0,0.491147394,0.394174009,0.533749027,0.818509994,0.189538571,0.207085994,0.076483608,0.353069922,0.125779421,0.231093238,0.447336242,0,"(-1.62, -0.788]",13,"(-21.409, -19.687]",11,"(15.343, 16.481]",16,"(3.983, 4.807]",39,"(18.161, 19.788]",22,"(123.544, 131.45]",23,"(22.381, 24.254]",9,"(120.066, 122.913]",30,"(8.348, 10.261]",13,"(4.871, 5.101]",9,"(531.605, 562.688]",27,"(-0.001, 0.00328]",0
807,-1.55942029,-24.7884058,18.43188406,6.389285714,17.7,107.5238095,37.13766234,165.9583333,5.068888889,6.662337662,580.1913043,0.146376812,0.484915161,0.325213017,0.579010688,0.90098905,0.173221741,0.173076555,0.131404994,0.487524324,0.065205196,0.316189699,0.464865066,0.001231795,"(-1.62, -0.788]",13,"(-25.829, -24.569]",8,"(18.189, 19.031]",18,"(4.807, 8.447]",40,"(17.018, 18.161]",21,"(105.141, 111.171]",20,"(35.115, 39.152]",14,"(160.524, 173.308]",38,"(4.169, 5.36]",10,"(6.415, 6.674]",15,"(562.688, 595.801]",28,"(0.0684, 0.207]",3
808,3.932163743,-18.6005814,24.47251462,6.828571429,11.00689655,47.79487179,46.49281768,94.20512821,0.983185841,8.342541436,395.7754386,0.559649123,0.605689379,0.440970255,0.715175571,0.92213116,0.107719423,0.076933395,0.166431026,0.264119751,0.01264751,0.403749946,0.315313649,0.004709576,"(3.516, 4.503]",19,"(-19.687, -17.857]",12,"(24.369, 25.145]",24,"(4.807, 8.447]",40,"(10.699, 11.794]",16,"(43.464, 48.065]",9,"(44.152, 46.73]",17,"(93.871, 96.055]",18,"(0.585, 1.001]",5,"(8.117, 8.345]",22,"(383.882, 409.25]",21,"(0.207, 0.572]",4
809,-0.886238532,-22.23715596,21.1440367,5.140677966,21.4,56.86585366,48.16807512,84.10526316,6.303703704,9.41314554,492.0036697,0.05,0.499720179,0.37293991,0.640146681,0.840895582,0.209431936,0.091534573,0.172703249,0.232673684,0.081089612,0.459542202,0.393349605,0.000420762,"(-1.62, -0.788]",13,"(-23.007, -21.409]",10,"(20.224, 21.561]",20,"(4.807, 8.447]",40,"(21.333, 23.344]",24,"(54.368, 59.501]",11,"(46.73, 49.319]",18,"(82.582, 84.924]",13,"(5.36, 6.488]",11,"(9.221, 9.503]",27,"(475.888, 497.903]",25,"(0.0186, 0.0684]",2
810,7.167537313,-3.130483271,18.38432836,-0.027659574,4.416145833,46.86516854,86.4527881,126.9509804,4.632183908,11.56877323,299.9951493,0.013432836,0.67684366,0.730373399,0.577938711,0.592151871,0.043218784,0.075436891,0.316042569,0.366074404,0.059587508,0.571878156,0.237640951,0.00011304,"(6.576, 7.466]",22,"(-3.28, -2.565]",25,"(18.189, 19.031]",18,"(-0.086, 0.0242]",16,"(4.249, 5.509]",11,"(43.464, 48.065]",9,"(84.872, 87.882]",32,"(122.913, 127.471]",31,"(4.169, 5.36]",10,"(11.429, 11.768]",35,"(275.72, 302.402]",17,"(0.00328, 0.0186]",1
811,4.472016461,-9.363821138,22.78040816,-0.08974359,15.01692308,175.8846154,36.97024793,202.5666667,0.377358491,6.012396694,382.9255144,0.077366255,0.617562144,0.613764729,0.677032951,0.589163868,0.146963704,0.283114069,0.130778188,0.601504865,0.004854266,0.282319407,0.304893047,0.000651055,"(3.516, 4.503]",19,"(-10.363, -9.3]",18,"(22.606, 23.462]",22,"(-0.212, -0.086]",15,"(14.151, 15.262]",19,"(175.253, 194.198]",28,"(35.115, 39.152]",14,"(191.948, 330.556]",40,"(0.294, 0.585]",4,"(5.897, 6.133]",13,"(358.708, 383.882]",20,"(0.0684, 0.207]",3
812,3.75212766,-12.26914894,23.08723404,0.336363636,9.420754717,120.8,42.25940594,202.92,1.1,7.198019802,394.0680851,0.138297872,0.601729917,0.559414007,0.683949267,0.609671718,0.092196584,0.19444668,0.150580983,0.602604973,0.014150185,0.344105635,0.313929077,0.001163808,"(3.516, 4.503]",19,"(-12.888, -11.594]",16,"(22.606, 23.462]",22,"(0.231, 0.353]",19,"(9.419, 10.699]",15,"(116.58, 123.544]",22,"(41.886, 44.152]",16,"(191.948, 330.556]",40,"(1.001, 1.504]",6,"(7.123, 7.375]",18,"(383.882, 409.25]",21,"(0.0684, 0.207]",3
813,3.292647059,-13.00882353,19.93823529,1.325925926,4.162790698,34.5,25.77307692,103.9259259,0.818181818,5.474358974,423.5176471,0,0.591624743,0.545576722,0.612966107,0.657297748,0.040739314,0.055533199,0.088855584,0.294385586,0.010524931,0.254280716,0.337811098,0,"(2.71, 3.516]",18,"(-14.259, -12.888]",15,"(19.031, 20.224]",19,"(1.294, 1.428]",28,"(3.257, 4.249]",10,"(30.214, 37.363]",7,"(24.254, 26.84]",10,"(103.79, 106.718]",23,"(0.585, 1.001]",5,"(5.309, 5.573]",11,"(409.25, 434.277]",22,"(-0.001, 0.00328]",0
814,5.008235294,-6.694736842,21.71647059,0.037704918,5.068376068,54.26315789,41.37016575,74.21052632,0.161290323,6.756906077,353.3741176,0.459411765,0.629354991,0.663695982,0.6530502,0.595297758,0.04960186,0.087345123,0.147251636,0.201866287,0.002074807,0.321117931,0.280928443,0.003866056,"(4.503, 5.675]",20,"(-7.133, -6.247]",21,"(21.561, 22.606]",21,"(0.0242, 0.128]",17,"(4.249, 5.509]",11,"(48.065, 54.368]",10,"(39.152, 41.886]",15,"(71.586, 74.479]",9,"(0.138, 0.294]",3,"(6.674, 6.86]",16,"(330.602, 358.708]",19,"(0.207, 0.572]",4
815,3.505990783,-7.939170507,22.86543779,0.635897436,10.9352518,58.83529412,72.68761905,106.225,0.585365854,8.861904762,379.5829493,0.977880184,0.596316727,0.640416038,0.678949646,0.624087795,0.107018269,0.094704699,0.264505289,0.301543784,0.007530032,0.430815461,0.302182405,0.008229087,"(2.71, 3.516]",18,"(-8.327, -7.133]",20,"(22.606, 23.462]",22,"(0.618, 0.7]",22,"(10.699, 11.794]",16,"(54.368, 59.501]",11,"(70.504, 73.277]",27,"(103.79, 106.718]",23,"(0.585, 1.001]",5,"(8.791, 8.997]",25,"(358.708, 383.882]",20,"(0.572, 1.088]",5
816,10.33802281,-0.229924242,24.11330798,-0.785507246,0.985863874,70.73076923,52.5302583,77.61052632,0,8.254612546,219.0992395,0.332319392,0.746570883,0.78463491,0.707078514,0.555677891,0.009648195,0.113852345,0.189035417,0.212452233,0,0.399167719,0.172038689,0.002796544,"(9.474, 10.431]",25,"(-1.001, 0.261]",28,"(23.462, 24.369]",23,"(-0.914, -0.783]",9,"(0.916, 1.472]",7,"(65.965, 70.98]",13,"(51.742, 54.951]",20,"(74.479, 77.85]",10,"(-0.001, 0.00997]",0,"(8.117, 8.345]",22,"(215.885, 247.339]",15,"(0.207, 0.572]",4
817,9.636363636,-3.077272727,26.23497942,-0.164864865,2.229090909,27.25,48.48813559,119.3571429,0.044444444,6.694915254,242.161157,0.300826446,0.731139573,0.731368822,0.754904174,0.585548403,0.021815085,0.043863179,0.173901567,0.342430888,0.000571725,0.317887411,0.190740672,0.002531524,"(9.474, 10.431]",25,"(-3.28, -2.565]",25,"(26.0, 26.688]",26,"(-0.212, -0.086]",15,"(2.128, 3.257]",9,"(24.514, 30.214]",6,"(46.73, 49.319]",18,"(117.1, 120.066]",29,"(0.00997, 0.0579]",1,"(6.674, 6.86]",16,"(215.885, 247.339]",15,"(0.207, 0.572]",4
818,9.778723404,-2.219148936,26.71702128,-0.488372093,2.126923077,35.33333333,82.04950495,192.1481481,0,9.227722772,244.3595745,0.591489362,0.734270434,0.747421967,0.765770121,0.569978524,0.020815216,0.056874581,0.299556521,0.569066667,0,0.449879289,0.192523471,0.004977519,"(9.474, 10.431]",25,"(-2.565, -1.885]",26,"(26.688, 27.522]",27,"(-0.52, -0.437]",12,"(1.472, 2.128]",8,"(30.214, 37.363]",7,"(80.661, 84.872]",31,"(191.948, 330.556]",40,"(-0.001, 0.00997]",0,"(9.221, 9.503]",27,"(215.885, 247.339]",15,"(0.572, 1.088]",5
819,9.994202899,-2.442028986,27.10724638,0.514814815,1.030952381,15.76,73.80128205,128.3928571,0.2,9.794871795,240.1782609,1.823188406,0.739009389,0.743252492,0.77456638,0.618260284,0.010089456,0.025368209,0.268674883,0.370563707,0.002572761,0.479435054,0.189132649,0.01534255,"(9.474, 10.431]",25,"(-2.565, -1.885]",26,"(26.688, 27.522]",27,"(0.481, 0.618]",21,"(0.916, 1.472]",7,"(10.523, 16.775]",4,"(73.277, 75.39]",28,"(127.471, 131.984]",32,"(0.138, 0.294]",3,"(9.714, 9.976]",29,"(215.885, 247.339]",15,"(1.088, 1.96]",6
820,13.86820809,0.17816092,30.12023121,2.7,0.192727273,3.653846154,57.29717514,79.93939394,0.1,7.655367232,135.2942197,16.85953757,0.82420884,0.792269065,0.842483582,0.723429707,0.001886133,0.005881443,0.206882923,0.219703194,0.00128638,0.367939323,0.104077294,0.141876888,"(13.699, 14.356]",30,"(-1.001, 0.261]",28,"(30.023, 30.449]",34,"(2.566, 2.87]",35,"(0.15, 0.309]",4,"(2.477, 5.428]",2,"(54.951, 57.298]",21,"(77.85, 80.247]",11,"(0.0579, 0.138]",2,"(7.628, 7.874]",20,"(129.833, 148.246]",11,"(14.709, 18.219]",13
821,11.93041475,-1.975229358,29.12981651,2.202542373,0.41969697,3.833333333,89.04711538,118.0847458,0,10.92788462,176.6239631,8.45483871,0.781591724,0.751985034,0.820158148,0.699487877,0.004107381,0.006170355,0.325755822,0.338469262,0,0.538479608,0.137593509,0.071149413,"(11.443, 12.206]",27,"(-2.565, -1.885]",26,"(28.904, 29.252]",31,"(2.002, 2.269]",33,"(0.309, 0.495]",5,"(2.477, 5.428]",2,"(87.882, 91.588]",33,"(117.1, 120.066]",29,"(-0.001, 0.00997]",0,"(10.737, 11.04]",33,"(171.81, 194.421]",13,"(6.52, 8.754]",10
822,12.81586716,3.532234432,23.9501845,-1.436619718,0.189447236,17.28571429,106.6546429,170.5673077,0.908045977,13.23214286,143.495941,1.711439114,0.801065126,0.85501459,0.703401466,0.524340902,0.001854033,0.027824087,0.391679028,0.501874428,0.011680926,0.658561127,0.110728452,0.014402154,"(12.206, 12.962]",28,"(3.152, 3.737]",33,"(23.462, 24.369]",23,"(-1.604, -1.355]",6,"(0.15, 0.309]",4,"(16.775, 24.514]",5,"(106.354, 113.279]",37,"(160.524, 173.308]",38,"(0.585, 1.001]",5,"(12.573, 13.386]",38,"(129.833, 148.246]",11,"(1.088, 1.96]",6
823,14.35514403,2.978600823,25.81563786,0.418918919,0,0,90.72278481,113.5,0,10.72995781,106.4855967,2.189300412,0.834917828,0.844657622,0.745451585,0.61364497,0,0,0.332029588,0.324194595,0,0.528165073,0.08071504,0.018423467,"(13.699, 14.356]",30,"(2.538, 3.152]",32,"(25.145, 26.0]",25,"(0.353, 0.481]",20,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(87.882, 91.588]",33,"(112.417, 114.567]",27,"(-0.001, 0.00997]",0,"(10.445, 10.737]",32,"(95.336, 110.851]",9,"(1.96, 3.302]",7
824,15.6688172,3.180645161,29.08709677,0.613953488,0,0,83.50204082,127.8,0,10.20408163,78.34946237,12.25053763,0.863808919,0.848437318,0.819195181,0.623031668,0,0,0.304994867,0.368717838,0,0.500760155,0.057898138,0.103091093,"(15.514, 16.191]",33,"(3.152, 3.737]",33,"(28.904, 29.252]",31,"(0.481, 0.618]",21,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(80.661, 84.872]",31,"(127.471, 131.984]",32,"(-0.001, 0.00997]",0,"(10.194, 10.445]",31,"(72.517, 85.955]",7,"(11.325, 14.709]",12
825,16.20588235,2.063235294,29.21764706,0.97037037,0.466666667,133.2857143,78.74303797,115.1538462,0,10.93670886,75.21029412,23.40441176,0.875620378,0.827533641,0.82213798,0.640185435,0.004567052,0.214544409,0.287176992,0.329343867,0,0.538939465,0.05535244,0.19695351,"(16.191, 16.653]",34,"(1.913, 2.538]",31,"(28.904, 29.252]",31,"(0.915, 1.043]",25,"(0.309, 0.495]",5,"(131.45, 140.04]",24,"(78.082, 80.661]",30,"(114.567, 117.1]",28,"(-0.001, 0.00997]",0,"(10.737, 11.04]",33,"(72.517, 85.955]",7,"(22.477, 26.898]",15
826,18.4372093,5.772093023,31.74104046,1.579661017,0,0,78.23409091,103.9428571,0,9.289772727,44.1255814,54.73895349,0.924693062,0.896916206,0.879019056,0.669509607,0,0,0.285271476,0.294438301,0,0.45311289,0.030144399,0.460640888,"(18.077, 18.601]",38,"(5.5, 6.165]",37,"(31.677, 32.17]",38,"(1.558, 1.685]",30,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(78.082, 80.661]",30,"(103.79, 106.718]",23,"(-0.001, 0.00997]",0,"(9.221, 9.503]",27,"(38.702, 46.091]",3,"(53.315, 63.953]",20
827,16.4875576,3.403211009,30.25981735,1.05042735,0,0,96.81057692,107.0701754,0,10.08653846,72.45023041,30.83963134,0.88181515,0.852600915,0.845630064,0.644038448,0,0,0.354822497,0.304175249,0,0.494634642,0.053114176,0.259522594,"(16.191, 16.653]",34,"(3.152, 3.737]",33,"(30.023, 30.449]",34,"(1.043, 1.188]",26,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(95.206, 100.693]",35,"(106.718, 108.225]",24,"(-0.001, 0.00997]",0,"(9.976, 10.194]",30,"(66.369, 72.517]",6,"(26.898, 31.484]",16
828,17.13707865,6.280223881,28.92059925,0.592142857,0,0,45.48884892,92.05940594,0,6.553956835,57.77977528,32.33146067,0.896099807,0.906421942,0.815442077,0.621981958,0,0,0.162672132,0.257439015,0,0.310541663,0.041217221,0.272076681,"(16.653, 17.182]",35,"(6.165, 6.977]",38,"(28.904, 29.252]",31,"(0.481, 0.618]",21,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(44.152, 46.73]",17,"(91.187, 93.871]",17,"(-0.001, 0.00997]",0,"(6.415, 6.674]",15,"(55.874, 66.369]",5,"(31.484, 36.956]",17
829,18.28857143,5.506938776,31.6755102,1.916216216,0,0,71.67405858,125.5384615,0,8.142259414,26.62571429,35.85714286,0.921424129,0.891955897,0.877541906,0.685707463,0,0,0.260710483,0.361676507,0,0.393312674,0.015952941,0.301746108,"(18.077, 18.601]",38,"(5.5, 6.165]",37,"(31.199, 31.677]",37,"(1.858, 2.002]",32,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(70.504, 73.277]",27,"(122.913, 127.471]",31,"(-0.001, 0.00997]",0,"(8.117, 8.345]",22,"(24.789, 30.611]",1,"(31.484, 36.956]",17
830,19.88709677,8.320430108,32.34408602,2.002325581,0,0,60.4,95.1,0,8.12244898,8.696774194,63.62795699,0.956579859,0.94458861,0.892612609,0.689851767,0,0,0.218500009,0.266905946,0,0.392280296,0.001413528,0.535443898,"(19.347, 21.861]",40,"(7.875, 11.282]",40,"(32.17, 32.958]",39,"(1.858, 2.002]",32,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(59.959, 62.548]",23,"(93.871, 96.055]",18,"(-0.001, 0.00997]",0,"(8.117, 8.345]",22,"(6.952999999999999, 24.789]",0,"(53.315, 63.953]",20
831,20.92205882,8.182352941,33.57352941,2.711538462,0,0,59.95375,84.28,0,6.7625,9.070588235,95.73088235,0.979341367,0.942005564,0.920326109,0.723985034,0,0,0.216829233,0.23321773,0,0.321409446,0.001716672,0.805597402,"(19.347, 21.861]",40,"(7.875, 11.282]",40,"(32.958, 37.108]",40,"(2.566, 2.87]",35,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(57.298, 59.959]",22,"(82.582, 84.924]",13,"(-0.001, 0.00997]",0,"(6.674, 6.86]",16,"(6.952999999999999, 24.789]",0,"(63.953, 118.832]",21
832,21.55085714,10.05397727,33.65852273,2.076271186,0,0,61.66666667,90.61764706,0,6.237288136,6.953714286,106.3765714,0.993170278,0.977018527,0.922241986,0.69341065,0,0,0.223242453,0.252950079,0,0.294039147,0,0.895183325,"(19.347, 21.861]",40,"(7.875, 11.282]",40,"(32.958, 37.108]",40,"(2.002, 2.269]",33,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(59.959, 62.548]",23,"(88.898, 91.187]",16,"(-0.001, 0.00997]",0,"(6.133, 6.415]",14,"(6.952999999999999, 24.789]",0,"(63.953, 118.832]",21
833,18.85248869,7.108597285,31.09909502,0.899159664,0,0,59.14714286,65.34,0,6.780952381,30.34524887,48.2479638,0.933826136,0.921918538,0.864548642,0.636758179,0,0,0.213809267,0.174247784,0,0.322371053,0.018969285,0.406017717,"(18.601, 19.347]",39,"(6.977, 7.875]",39,"(30.867, 31.199]",36,"(0.808, 0.915]",24,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(57.298, 59.959]",22,"(63.031, 65.731]",6,"(-0.001, 0.00997]",0,"(6.674, 6.86]",16,"(24.789, 30.611]",1,"(44.226, 53.315]",19
834,17.43018868,6.37752809,30.59660377,0.872262774,0,0,22.00217391,39.68,0,4.152173913,53.79886792,36.84943396,0.902546059,0.908242237,0.853221735,0.635463676,0,0,0.07473719,0.094355027,0,0.185377853,0.037988917,0.310096465,"(17.182, 17.664]",36,"(6.165, 6.977]",38,"(30.449, 30.867]",35,"(0.808, 0.915]",24,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(20.312, 22.381]",8,"(35.963, 44.166]",1,"(-0.001, 0.00997]",0,"(3.945, 4.183]",5,"(46.091, 55.874]",4,"(31.484, 36.956]",17
835,16.87842324,2.932780083,31.1731405,1.558823529,0,0,37.68101266,80.95833333,0,6.016877637,55.22655602,24.6153527,0.890411302,0.843800441,0.866217739,0.668506732,0,0,0.133439316,0.222875676,0,0.282552922,0.039146696,0.207143857,"(16.653, 17.182]",35,"(2.538, 3.152]",32,"(30.867, 31.199]",36,"(1.558, 1.685]",30,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(35.115, 39.152]",14,"(80.247, 82.582]",12,"(-0.001, 0.00997]",0,"(5.897, 6.133]",13,"(46.091, 55.874]",4,"(22.477, 26.898]",15
836,17.66263736,4.61978022,32.12967033,0.692857143,0,0,43.98125,74.75,0,5.927083333,39.88241758,30.14505495,0.90765821,0.875359591,0.887779357,0.626829173,0,0,0.157027628,0.203545946,0,0.277873483,0.026703419,0.253677573,"(17.182, 17.664]",36,"(4.397, 4.996]",35,"(31.677, 32.17]",38,"(0.618, 0.7]",22,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(41.886, 44.152]",16,"(74.479, 77.85]",10,"(-0.001, 0.00997]",0,"(5.897, 6.133]",13,"(38.702, 46.091]",3,"(26.898, 31.484]",16
837,17.92173913,5.285507246,32.9,0.661538462,0,0,59.46125,93.80769231,0,7.0375,38.12753623,36.3942029,0.913356532,0.887813519,0.905143745,0.625321856,0,0,0.214985295,0.262882328,0,0.335740486,0.025280304,0.306265591,"(17.664, 18.077]",37,"(4.996, 5.5]",36,"(32.17, 32.958]",39,"(0.618, 0.7]",22,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(57.298, 59.959]",22,"(91.187, 93.871]",17,"(-0.001, 0.00997]",0,"(6.86, 7.123]",17,"(30.611, 38.702]",2,"(31.484, 36.956]",17
838,19.32068966,6.998850575,32.00574713,0.747368421,0,0,68.67556818,87.86111111,0,7.869318182,24.78045977,62.48218391,0.944123093,0.919865478,0.884985942,0.629452713,0,0,0.249484029,0.244367568,0,0.379088922,0.014456538,0.525801954,"(18.601, 19.347]",39,"(6.977, 7.875]",39,"(31.677, 32.17]",38,"(0.7, 0.808]",23,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(67.898, 70.504]",26,"(86.963, 88.898]",15,"(-0.001, 0.00997]",0,"(7.628, 7.874]",20,"(6.952999999999999, 24.789]",0,"(53.315, 63.953]",20
839,18.75515695,7.079372197,30.67410714,1.759663866,0,0,85.24764151,87.48387097,0,9.820754717,29.94798206,46.39686099,0.931685558,0.921371817,0.854968778,0.678172852,0,0,0.311530457,0.243193025,0,0.480783888,0.018647123,0.390440261,"(18.601, 19.347]",39,"(6.977, 7.875]",39,"(30.449, 30.867]",35,"(1.685, 1.858]",31,"(-0.001, 0.00736]",0,"(-0.001, 0.14]",0,"(84.872, 87.882]",32,"(86.963, 88.898]",15,"(-0.001, 0.00997]",0,"(9.714, 9.976]",29,"(24.789, 30.611]",1,"(44.226, 53.315]",19
840,13.90338346,3.031460674,26.38726592,0.945985401,0.09744898,7.4,25.89280576,39.51785714,0,3.643884892,115.8947368,3.017293233,0.824982438,0.845646485,0.75833694,0.639011826,0.000953688,0.011911469,0.089303853,0.093850193,0,0.158889451,0.08834535,0.025391217,"(13.699, 14.356]",30,"(2.538, 3.152]",32,"(26.0, 26.688]",26,"(0.915, 1.043]",25,"(0.0753, 0.15]",3,"(5.428, 10.523]",3,"(24.254, 26.84]",10,"(35.963, 44.166]",1,"(-0.001, 0.00997]",0,"(3.436, 3.691]",3,"(110.851, 129.833]",10,"(1.96, 3.302]",7
